Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,19052021,1169041779,0001925
Trade Date <19-MAY-2021>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,723160,363978,50.33
20,2,21STCENMGM,EQ,10861,10129,93.26
20,3,3IINFOTECH,EQ,69560776,25800403,37.09
20,4,3MINDIA,EQ,3076,858,27.89
20,5,3PLAND,EQ,18731,17099,91.29
20,6,5PAISA,EQ,33510,22873,68.26
20,7,617GS2021,GS,100,100,100.00
20,8,622GS2035,GS,111,111,100.00
20,9,667GS2050,GS,1230,1230,100.00
20,10,716GS2050,GS,9,9,100.00
20,11,757GS2033,GS,2000,2000,100.00
20,12,75GS2034,GS,80,80,100.00
20,13,772GS2049,GS,10,10,100.00
20,14,A2ZINFRA,EQ,986419,679401,68.88
20,15,AAATECH,SM,3000,3000,100.00
20,16,AAKASH,EQ,59596,10417,17.48
20,17,AARON,EQ,86723,39185,45.18
20,18,AARTIDRUGS,EQ,498333,148448,29.79
20,19,AARTIIND,EQ,3136796,1076107,34.31
20,20,AARTISURF,EQ,10391,6810,65.54
20,21,AARVI,EQ,15297,11449,74.84
20,22,AAVAS,EQ,36953,19707,53.33
20,23,ABAN,EQ,103927,72218,69.49
20,24,ABB,EQ,161989,43028,26.56
20,25,ABBOTINDIA,EQ,17224,9471,54.99
20,26,ABCAPITAL,EQ,5724702,1497687,26.16
20,27,ABFRL,EQ,2164502,1144931,52.90
20,28,ABFRLPP1,E1,11626,7138,61.40
20,29,ABMINTLTD,EQ,10946,4058,37.07
20,30,ABSLBANETF,EQ,271,108,39.85
20,31,ABSLNN50ET,EQ,39,29,74.36
20,32,ABSLRIF6RG,MF,22001,22001,100.00
20,33,ACC,EQ,963994,330488,34.28
20,34,ACCELYA,EQ,40329,26874,66.64
20,35,ACCORD,SM,8000,8000,100.00
20,36,ACCURACY,EQ,41906,41607,99.29
20,37,ACE,EQ,693257,365491,52.72
20,38,ACRYSIL,EQ,299821,176977,59.03
20,39,ADANIENT,EQ,9925284,3123752,31.47
20,40,ADANIGREEN,EQ,2581312,780687,30.24
20,41,ADANIPORTS,EQ,15666729,1724951,11.01
20,42,ADANIPOWER,EQ,39269687,12963243,33.01
20,43,ADANITRANS,EQ,2406352,1190245,49.46
20,44,ADFFOODS,EQ,159066,35221,22.14
20,45,ADHUNIKIND,EQ,55261,33007,59.73
20,46,ADORWELD,EQ,41485,20949,50.50
20,47,ADROITINFO,EQ,6530,5253,80.44
20,48,ADSL,EQ,154231,91147,59.10
20,49,ADVANIHOTR,EQ,13267,9741,73.42
20,50,ADVENZYMES,EQ,1476063,321384,21.77
20,51,AEGISCHEM,EQ,2118700,1444657,68.19
20,52,AFFLE,EQ,58103,35983,61.93
20,53,AGARIND,EQ,38109,31816,83.49
20,54,AGCNET,EQ,5178,3833,74.02
20,55,AGRITECH,EQ,12176,7819,64.22
20,56,AGROPHOS,EQ,128181,93358,72.83
20,57,AHLADA,EQ,8996,3628,40.33
20,58,AHLEAST,EQ,5131,3447,67.18
20,59,AHLUCONT,EQ,13564,8637,63.68
20,60,AHLWEST,EQ,4372,2586,59.15
20,61,AIAENG,EQ,36990,22872,61.83
20,62,AIRAN,EQ,218576,121306,55.50
20,63,AIROLAM,SM,21000,18000,85.71
20,64,AISL,SM,21600,0,0.00
20,65,AJANTPHARM,EQ,130840,57857,44.22
20,66,AJMERA,EQ,60956,42866,70.32
20,67,AJOONI,EQ,296988,103657,34.90
20,68,AKASH,EQ,5197,2979,57.32
20,69,AKG,EQ,5366,3212,59.86
20,70,AKSHARCHEM,EQ,29687,16214,54.62
20,71,AKSHOPTFBR,EQ,665709,432474,64.96
20,72,AKZOINDIA,EQ,13354,7133,53.41
20,73,ALANKIT,EQ,109301,93545,85.58
20,74,ALBERTDAVD,EQ,15247,8117,53.24
20,75,ALEMBICLTD,EQ,3586457,803880,22.41
20,76,ALICON,EQ,8154,5721,70.16
20,77,ALKALI,EQ,205635,97060,47.20
20,78,ALKEM,EQ,145167,65209,44.92
20,79,ALKYLAMINE,EQ,100173,42756,42.68
20,80,ALLCARGO,EQ,2269873,649552,28.62
20,81,ALLSEC,EQ,68186,37501,55.00
20,82,ALMONDZ,EQ,33130,30695,92.65
20,83,ALOKINDS,EQ,22453995,6965832,31.02
20,84,ALPHAGEO,EQ,17559,13229,75.34
20,85,ALPSINDUS,EQ,67139,63271,94.24
20,86,AMARAJABAT,EQ,1348941,282928,20.97
20,87,AMBANIORG,SM,46000,34000,73.91
20,88,AMBER,EQ,33914,21431,63.19
20,89,AMBICAAGAR,EQ,11209,11209,100.00
20,90,AMBIKCO,EQ,10504,6264,59.63
20,91,AMBUJACEM,EQ,10886866,2597949,23.86
20,92,AMDIND,EQ,5742,2575,44.85
20,93,AMJLAND,EQ,13375,10780,80.60
