Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,20012021,884501069,0001751
Trade Date <20-JAN-2021>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,143794,99337,69.08
20,2,21STCENMGM,EQ,4450,3872,87.01
20,3,3IINFOTECH,EQ,15211881,9482083,62.33
20,4,3MINDIA,EQ,4467,2688,60.17
20,5,3PLAND,EQ,4097,2160,52.72
20,6,448GS2023,GS,1,1,100.00
20,7,509GS2022,GS,5,5,100.00
20,8,5PAISA,EQ,27123,14983,55.24
20,9,667GS2050,GS,1,1,100.00
20,10,824GS2027,GS,501,500,99.80
20,11,A2ZINFRA,EQ,407309,226888,55.70
20,12,AAATECH,SM,3000,3000,100.00
20,13,AAKASH,EQ,38467,15938,41.43
20,14,AARON,EQ,564,306,54.26
20,15,AARTIDRUGS,EQ,197406,95443,48.35
20,16,AARTIIND,EQ,362529,260871,71.96
20,17,AARTISURF,EQ,12676,5946,46.91
20,18,AARVI,EQ,16706,15418,92.29
20,19,AAVAS,EQ,108077,61975,57.34
20,20,ABB,EQ,330542,185725,56.19
20,21,ABBOTINDIA,EQ,39316,25755,65.51
20,22,ABCAPITAL,EQ,1784888,646660,36.23
20,23,ABFRL,EQ,605340,241162,39.84
20,24,ABSLBANETF,EQ,71,63,88.73
20,25,ABSLNN50ET,EQ,85,72,84.71
20,26,ABSLRIF6RG,MF,50601,50600,100.00
20,27,ACC,EQ,841615,166405,19.77
20,28,ACCELYA,EQ,2114,1128,53.36
20,29,ACCURACY,EQ,3072,2320,75.52
20,30,ACE,EQ,745388,310732,41.69
20,31,ACRYSIL,EQ,42669,28311,66.35
20,32,ADANIENT,EQ,6681731,858284,12.85
20,33,ADANIGREEN,EQ,1055316,514690,48.77
20,34,ADANIPORTS,EQ,14440729,3532669,24.46
20,35,ADANIPOWER,EQ,4572267,2749853,60.14
20,36,ADANITRANS,EQ,2495792,790647,31.68
20,37,ADFFOODS,EQ,18240,8380,45.94
20,38,ADORWELD,EQ,8329,5639,67.70
20,39,ADSL,EQ,156875,120762,76.98
20,40,ADVENZYMES,EQ,127584,61440,48.16
20,41,AEGISCHEM,EQ,306736,133908,43.66
20,42,AFFLE,EQ,76536,39713,51.89
20,43,AGARIND,EQ,40770,25829,63.35
20,44,AGROPHOS,EQ,42760,29972,70.09
20,45,AHLEAST,EQ,2998,2774,92.53
20,46,AHLUCONT,EQ,30160,16177,53.64
20,47,AHLWEST,EQ,824,525,63.71
20,48,AIAENG,EQ,206918,154018,74.43
20,49,AIRAN,EQ,52664,28535,54.18
20,50,AISL,SM,2400,2400,100.00
20,51,AJANTPHARM,EQ,40981,13196,32.20
20,52,AJMERA,EQ,35010,19287,55.09
20,53,AJOONI,SM,12000,8000,66.67
20,54,AKASH,EQ,873,517,59.22
20,55,AKG,SM,32000,6400,20.00
20,56,AKSHARCHEM,EQ,34663,17910,51.67
20,57,AKSHOPTFBR,EQ,374094,269383,72.01
20,58,AKZOINDIA,EQ,60238,27549,45.73
20,59,ALANKIT,EQ,76677,47315,61.71
20,60,ALBERTDAVD,EQ,6005,4102,68.31
20,61,ALEMBICLTD,EQ,401779,87005,21.65
20,62,ALICON,EQ,16181,8943,55.27
20,63,ALKALI,EQ,77751,44240,56.90
20,64,ALKEM,EQ,59059,31425,53.21
20,65,ALKYLAMINE,EQ,172010,36762,21.37
20,66,ALLCARGO,EQ,193460,150317,77.70
20,67,ALLSEC,EQ,18377,12180,66.28
20,68,ALMONDZ,EQ,74173,66604,89.80
20,69,ALOKINDS,EQ,9969237,4303826,43.17
20,70,AMARAJABAT,EQ,606883,204438,33.69
20,71,AMBER,EQ,89444,42211,47.19
20,72,AMBIKCO,EQ,15472,10327,66.75
20,73,AMBUJACEM,EQ,4999049,2517258,50.35
20,74,AMDIND,EQ,37720,20366,53.99
20,75,AMJLAND,EQ,18430,11190,60.72
20,76,AMRUTANJAN,EQ,37170,17549,47.21
20,77,ANANTRAJ,EQ,1267730,1065473,84.05
20,78,ANDHRACEMT,EQ,253297,132900,52.47
20,79,ANDHRAPAP,EQ,24316,11871,48.82
20,80,ANDHRSUGAR,EQ,26986,14550,53.92
20,81,ANGELBRKG,EQ,83613,45963,54.97
20,82,ANSALHSG,EQ,26112,21623,82.81
