Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,08092021,915842024,0001802
Trade Date <08-SEP-2021>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1018GS2026,GS,2,2,100.00
20,2,20MICRONS,EQ,142118,50925,35.83
20,3,21STCENMGM,EQ,31233,28629,91.66
20,4,3MINDIA,EQ,3627,902,24.87
20,5,585GS2030,GS,205,205,100.00
20,6,5PAISA,EQ,11435,4332,37.88
20,7,63MOONS,EQ,37303,26014,69.74
20,8,667GS2050,GS,25,25,100.00
20,9,676GS2061,GS,5138,5138,100.00
20,10,772GS2049,GS,256,256,100.00
20,11,A2ZINFRA,EQ,317722,174689,54.98
20,12,AAATECH,SM,162000,156000,96.30
20,13,AAKASH,EQ,138902,56251,40.50
20,14,AAREYDRUGS,EQ,27718,24269,87.56
20,15,AARON,EQ,8792,6218,70.72
20,16,AARTIDRUGS,EQ,123559,57569,46.59
20,17,AARTIIND,EQ,1079692,418291,38.74
20,18,AARTISURF,EQ,9411,5265,55.95
20,19,AARVEEDEN,EQ,18714,13632,72.84
20,20,AARVI,EQ,11555,6859,59.36
20,21,AAVAS,EQ,92220,24304,26.35
20,22,ABAN,EQ,867110,294286,33.94
20,23,ABB,EQ,238158,161327,67.74
20,24,ABBOTINDIA,EQ,10007,4781,47.78
20,25,ABCAPITAL,EQ,4156326,1479048,35.59
20,26,ABFRL,EQ,1780625,489095,27.47
20,27,ABSLBANETF,EQ,41,25,60.98
20,28,ABSLNN50ET,EQ,33,21,63.64
20,29,ACC,EQ,312258,135753,43.47
20,30,ACCELYA,EQ,47201,18250,38.66
20,31,ACCORD,SM,2000,2000,100.00
20,32,ACCURACY,EQ,99130,40922,41.28
20,33,ACE,EQ,314362,105271,33.49
20,34,ACRYSIL,EQ,35268,25581,72.53
20,35,ADANIENT,EQ,2084219,338951,16.26
20,36,ADANIPORTS,EQ,4036193,877308,21.74
20,37,ADFFOODS,EQ,15992,10324,64.56
20,38,ADORWELD,EQ,4282,2514,58.71
20,39,ADSL,EQ,159041,76699,48.23
20,40,ADVANIHOTR,EQ,12719,8197,64.45
20,41,ADVENZYMES,EQ,155455,75001,48.25
20,42,AEGISCHEM,EQ,1540352,708824,46.02
20,43,AGARIND,EQ,15481,12281,79.33
20,44,AGRITECH,EQ,28045,22488,80.19
20,45,AGROPHOS,EQ,36711,22790,62.08
20,46,AHLADA,EQ,12130,8752,72.15
20,47,AHLEAST,EQ,2204,1539,69.83
20,48,AHLUCONT,EQ,27461,12369,45.04
20,49,AHLWEST,EQ,437,388,88.79
20,50,AIAENG,EQ,13137,7680,58.46
20,51,AILIMITED,SM,3000,3000,100.00
20,52,AIROLAM,SM,18000,12000,66.67
20,53,AJANTPHARM,EQ,89458,43103,48.18
20,54,AJOONI,EQ,7196,5862,81.46
20,55,AKASH,EQ,43346,18968,43.76
20,56,AKG,EQ,4310,2254,52.30
20,57,AKSHARCHEM,EQ,62713,21678,34.57
20,58,AKZOINDIA,EQ,19575,14821,75.71
20,59,ALANKIT,EQ,181112,129542,71.53
20,60,ALBERTDAVD,EQ,11095,5890,53.09
20,61,ALEMBICLTD,EQ,6188257,582669,9.42
20,62,ALICON,EQ,22784,16429,72.11
20,63,ALKALI,EQ,28695,16954,59.08
20,64,ALKEM,EQ,114731,42076,36.67
20,65,ALKYLAMINE,EQ,141635,91223,64.41
20,66,ALLCARGO,EQ,2612431,793436,30.37
20,67,ALLSEC,EQ,10978,8730,79.52
20,68,ALMONDZ,EQ,19179,14575,75.99
20,69,ALOKINDS,EQ,30781394,8632399,28.04
20,70,ALPA,EQ,86587,43893,50.69
20,71,ALPHAGEO,EQ,1893689,259390,13.70
20,72,AMARAJABAT,EQ,664405,190210,28.63
20,73,AMBER,EQ,45517,16898,37.12
20,74,AMBICAAGAR,EQ,9040,4593,50.81
20,75,AMBIKCO,EQ,129053,44013,34.10
20,76,AMBUJACEM,EQ,3195625,1654921,51.79
20,77,AMDIND,EQ,4923,4041,82.08
20,78,AMJLAND,EQ,115010,58642,50.99
20,79,AMRUTANJAN,EQ,14278,7234,50.67
