Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,17062021,1088941654,0001789
Trade Date <17-JUN-2021>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1018GS2026,GS,21,21,100.00
20,2,20MICRONS,EQ,171260,91618,53.50
20,3,21STCENMGM,EQ,556,556,100.00
20,4,3MINDIA,EQ,2137,1181,55.26
20,5,3PLAND,EQ,33255,26122,78.55
20,6,503KL24,SG,300,100,33.33
20,7,5PAISA,EQ,69314,30893,44.57
20,8,676GS2061,GS,207,207,100.00
20,9,716GS2050,GS,37,37,100.00
20,10,719GS2060,GS,1185,1185,100.00
20,11,759GS2026,GS,99,99,100.00
20,12,769GS2043,GS,100,100,100.00
20,13,772GS2049,GS,109,109,100.00
20,14,AAATECH,SM,63000,39000,61.90
20,15,AAKASH,EQ,64898,19449,29.97
20,16,AARTIDRUGS,EQ,251650,96707,38.43
20,17,AARTIIND,EQ,479666,220463,45.96
20,18,AARTISURF,EQ,12578,6769,53.82
20,19,AARVI,EQ,27348,18919,69.18
20,20,AAVAS,EQ,56380,35935,63.74
20,21,ABB,EQ,416009,135476,32.57
20,22,ABBOTINDIA,EQ,9974,5064,50.77
20,23,ABCAPITAL,EQ,2139479,701307,32.78
20,24,ABFRL,EQ,1660120,591133,35.61
20,25,ABFRLPP1,E1,42223,36442,86.31
20,26,ABINFRA,SM,28000,28000,100.00
20,27,ABMINTLTD,EQ,1540,803,52.14
20,28,ABSLBANETF,EQ,160,77,48.13
20,29,ABSLNN50ET,EQ,81,80,98.77
20,30,ABSLRIF6RG,MF,5217,5217,100.00
20,31,ACC,EQ,412228,59095,14.34
20,32,ACCELYA,EQ,331186,171922,51.91
20,33,ACCORD,SM,2000,2000,100.00
20,34,ACCURACY,EQ,10231,4914,48.03
20,35,ACE,EQ,878049,313910,35.75
20,36,ACRYSIL,EQ,91481,49233,53.82
20,37,ADANIENT,EQ,27926070,1670288,5.98
20,38,ADANIPORTS,EQ,70812142,13349012,18.85
20,39,ADFFOODS,EQ,79332,28192,35.54
20,40,ADORWELD,EQ,61364,34257,55.83
20,41,ADROITINFO,EQ,31858,23575,74.00
20,42,ADSL,EQ,599835,282672,47.12
20,43,ADVANIHOTR,EQ,71567,28765,40.19
20,44,ADVENZYMES,EQ,4572415,2476558,54.16
20,45,AEGISCHEM,EQ,760167,251879,33.13
20,46,AGARIND,EQ,363206,201891,55.59
20,47,AGRITECH,EQ,15548,7297,46.93
20,48,AGROPHOS,EQ,140236,83686,59.68
20,49,AHLADA,EQ,41241,32507,78.82
20,50,AHLEAST,EQ,7766,4422,56.94
20,51,AHLUCONT,EQ,7553,5186,68.66
20,52,AHLWEST,EQ,11596,8663,74.71
20,53,AIAENG,EQ,50281,17359,34.52
20,54,AIRAN,EQ,116740,69217,59.29
20,55,AIROLAM,SM,15000,12000,80.00
20,56,AISL,SM,25200,2400,9.52
20,57,AJANTPHARM,EQ,83160,17413,20.94
20,58,AJMERA,EQ,390632,119246,30.53
20,59,AKASH,EQ,24114,22093,91.62
20,60,AKG,EQ,14546,14047,96.57
20,61,AKSHARCHEM,EQ,222576,100600,45.20
20,62,AKZOINDIA,EQ,12614,5309,42.09
20,63,ALANKIT,EQ,682000,375404,55.04
20,64,ALBERTDAVD,EQ,98091,34746,35.42
20,65,ALEMBICLTD,EQ,3845226,999444,25.99
20,66,ALICON,EQ,6613,3992,60.37
20,67,ALKALI,EQ,88082,47554,53.99
20,68,ALKEM,EQ,123870,71125,57.42
20,69,ALKYLAMINE,EQ,46212,24853,53.78
20,70,ALLCARGO,EQ,1536152,622849,40.55
20,71,ALLSEC,EQ,7159,4027,56.25
20,72,ALMONDZ,EQ,21437,15993,74.60
20,73,ALOKINDS,EQ,21530491,7932668,36.84
20,74,ALPHAGEO,EQ,17864,11643,65.18
20,75,AMARAJABAT,EQ,1477262,606711,41.07
20,76,AMBER,EQ,55959,27710,49.52
20,77,AMBICAAGAR,EQ,47776,31624,66.19
20,78,AMBIKCO,EQ,32126,19232,59.86
20,79,AMBUJACEM,EQ,7239110,2592862,35.82
20,80,AMDIND,EQ,13649,9573,70.14
20,81,AMJLAND,EQ,217027,129917,59.86
20,82,AMRUTANJAN,EQ,20628,12386,60.04
20,83,ANDHRAPAP,EQ,26317,12994,49.37
20,84,ANDHRSUGAR,EQ,126241,47082,37.30
20,85,ANGELBRKG,EQ,271846,91242,33.56
