Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,09042021,837687542,0001806
Trade Date <09-APR-2021>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,46763,26778,57.26
20,2,21STCENMGM,EQ,3052,2826,92.60
20,3,3IINFOTECH,EQ,10231317,6114984,59.77
20,4,3MINDIA,EQ,2439,1017,41.70
20,5,3PLAND,EQ,4570,2937,64.27
20,6,503KL24,SG,200,0,0.00
20,7,5PAISA,EQ,58617,31344,53.47
20,8,63MOONS,EQ,925984,445300,48.09
20,9,68GS2060,GS,2550,2550,100.00
20,10,A2ZINFRA,EQ,2257144,1400493,62.05
20,11,AARON,EQ,355,211,59.44
20,12,AARTIDRUGS,EQ,1534378,429035,27.96
20,13,AARTIIND,EQ,246474,98703,40.05
20,14,AARTISURF,EQ,288558,67936,23.54
20,15,AARVEEDEN,EQ,67347,52824,78.44
20,16,AARVI,EQ,11731,9258,78.92
20,17,AAVAS,EQ,326486,289910,88.80
20,18,ABAN,EQ,99536,78589,78.96
20,19,ABB,EQ,83100,38373,46.18
20,20,ABBOTINDIA,EQ,17352,11254,64.86
20,21,ABCAPITAL,EQ,2159283,759929,35.19
20,22,ABFRL,EQ,2453038,1611894,65.71
20,23,ABFRLPP1,E1,5754,5100,88.63
20,24,ABMINTLTD,EQ,552,473,85.69
20,25,ABSLBANETF,EQ,112,88,78.57
20,26,ABSLNN50ET,EQ,429,164,38.23
20,27,ABSLRIF6RG,MF,12547,12547,100.00
20,28,ACC,EQ,1376841,251234,18.25
20,29,ACCELYA,EQ,2675,1481,55.36
20,30,ACCORD,SM,2000,2000,100.00
20,31,ACCURACY,EQ,3726,3357,90.10
20,32,ACE,EQ,658334,286951,43.59
20,33,ACRYSIL,EQ,121489,65081,53.57
20,34,ADANIENT,EQ,12923020,793440,6.14
20,35,ADANIGREEN,EQ,526463,265995,50.52
20,36,ADANIPORTS,EQ,21804785,2372060,10.88
20,37,ADANIPOWER,EQ,18604791,8474375,45.55
20,38,ADANITRANS,EQ,2893544,1074834,37.15
20,39,ADFFOODS,EQ,38972,9856,25.29
20,40,ADHUNIKIND,EQ,383224,185242,48.34
20,41,ADORWELD,EQ,80069,42392,52.94
20,42,ADSL,EQ,603143,289064,47.93
20,43,ADVANIHOTR,EQ,8762,5451,62.21
20,44,ADVENZYMES,EQ,167320,74967,44.80
20,45,AEGISCHEM,EQ,163319,95208,58.30
20,46,AFFLE,EQ,45296,26207,57.86
20,47,AFLPP,E1,6316,5964,94.43
20,48,AGCNET,EQ,46258,31790,68.72
20,49,AGRITECH,EQ,216245,106117,49.07
20,50,AGROPHOS,EQ,24129,20306,84.16
20,51,AHLADA,EQ,9003,7999,88.85
20,52,AHLEAST,EQ,488,335,68.65
20,53,AHLUCONT,EQ,4041,2532,62.66
20,54,AHLWEST,EQ,2242,883,39.38
20,55,AIAENG,EQ,11518,4043,35.10
20,56,AIRAN,EQ,73253,66810,91.20
20,57,AISL,SM,19200,4800,25.00
20,58,AJANTPHARM,EQ,128268,81271,63.36
20,59,AJMERA,EQ,39056,23800,60.94
20,60,AJOONI,SM,26664,26664,100.00
20,61,AKASH,EQ,30690,16018,52.19
20,62,AKG,EQ,4843,4843,100.00
20,63,AKSHARCHEM,EQ,7924,4773,60.23
20,64,AKSHOPTFBR,EQ,358092,281510,78.61
20,65,AKZOINDIA,EQ,14962,10323,68.99
20,66,ALANKIT,EQ,65391,44152,67.52
20,67,ALBERTDAVD,EQ,304332,75240,24.72
20,68,ALEMBICLTD,EQ,632022,199365,31.54
20,69,ALICON,EQ,1937,1457,75.22
20,70,ALKALI,EQ,72290,34781,48.11
20,71,ALKEM,EQ,630670,190415,30.19
20,72,ALKYLAMINE,EQ,32634,9653,29.58
20,73,ALLCARGO,EQ,103281,57446,55.62
20,74,ALLSEC,EQ,4622,2745,59.39
20,75,ALMONDZ,EQ,7987,2552,31.95
20,76,ALOKINDS,EQ,4065267,1771336,43.57
20,77,ALPA,EQ,1658043,567913,34.25
20,78,ALPHAGEO,EQ,13870,9204,66.36
20,79,AMARAJABAT,EQ,1928547,785537,40.73
20,80,AMBER,EQ,86966,42521,48.89
20,81,AMBIKCO,EQ,30093,17391,57.79
20,82,AMBUJACEM,EQ,13515479,4480936,33.15
20,83,AMJLAND,EQ,6115,4382,71.66
20,84,AMRUTANJAN,EQ,206467,84421,40.89
20,85,ANANTRAJ,EQ,173504,92193,53.14
20,86,ANDHRACEMT,EQ,1518855,872930,57.47
20,87,ANDHRAPAP,EQ,36127,27621,76.46
20,88,ANDHRSUGAR,EQ,80831,37941,46.94
20,89,ANGELBRKG,EQ,259944,73164,28.15
20,90,ANIKINDS,EQ,30213,22549,74.63
20,91,ANKITMETAL,EQ,63765,28765,45.11
20,92,ANSALAPI,EQ,32109,22015,68.56
20,93,ANSALHSG,EQ,14330,11216,78.27
20,94,ANUP,EQ,25189,8066,32.02
20,95,ANURAS,EQ,229741,120363,52.39
20,96,APARINDS,EQ,34825,21859,62.77
20,97,APCL,EQ,67539,35412,52.43
20,98,APCOTEXIND,EQ,60395,30876,51.12
20,99,APEX,EQ,160169,67491,42.14
20,100,APLAPOLLO,EQ,207548,134974,65.03
20,101,APLLTD,EQ,869724,345690,39.75
20,102,APOLLO,EQ,92853,54504,58.70
20,103,APOLLOHOSP,EQ,934037,323268,34.61
20,104,APOLLOPIPE,EQ,144007,80064,55.60
20,105,APOLLOTYRE,EQ,3251356,341276,10.50
20,106,APOLSINHOT,EQ,4914,4606,93.73
20,107,APTECHT,EQ,185172,69534,37.55
20,108,ARCHIES,EQ,30439,18892,62.07
20,109,ARENTERP,EQ,161,91,56.52
20,110,ARIES,EQ,80474,46312,57.55
20,111,ARIHANT,EQ,916,610,66.59
20,112,ARIHANTSUP,EQ,125122,45345,36.24
20,113,ARMANFIN,EQ,7778,3804,48.91
20,114,AROGRANITE,EQ,9800,2850,29.08
20,115,ARSSINFRA,EQ,20338,11061,54.39
20,116,ARTEMISMED,EQ,9644,7975,82.69
20,117,ARTNIRMAN,SM,18000,18000,100.00
20,118,ARVIND,EQ,999800,344983,34.51
20,119,ARVINDFASN,EQ,146352,75405,51.52
20,120,ARVSMART,EQ,101399,76117,75.07
20,121,ASAHIINDIA,EQ,112954,72067,63.80
