Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,01022021,1141133583,0001732
Trade Date <01-FEB-2021>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,63048,40324,63.96
20,2,21STCENMGM,EQ,363,357,98.35
20,3,3IINFOTECH,EQ,16695714,9167054,54.91
20,4,3MINDIA,EQ,17218,12381,71.91
20,5,3PLAND,EQ,3189,2358,73.94
20,6,5PAISA,EQ,20706,11591,55.98
20,7,68GS2060,GS,1009,1009,100.00
20,8,719GS2060,GS,500,500,100.00
20,9,757GS2033,GS,100,100,100.00
20,10,763GS2059,GS,500,500,100.00
20,11,A2ZINFRA,EQ,331689,171776,51.79
20,12,AAKASH,EQ,43109,14637,33.95
20,13,AARON,EQ,10516,7374,70.12
20,14,AARTIDRUGS,EQ,243756,76467,31.37
20,15,AARTIIND,EQ,543192,356351,65.60
20,16,AARTISURF,EQ,36829,26265,71.32
20,17,AARVI,EQ,4545,3602,79.25
20,18,AAVAS,EQ,93431,40168,42.99
20,19,ABB,EQ,62919,25997,41.32
20,20,ABBOTINDIA,EQ,18605,9940,53.43
20,21,ABCAPITAL,EQ,2710730,1057531,39.01
20,22,ABFRL,EQ,1680804,683263,40.65
20,23,ABINFRA,SM,40000,36000,90.00
20,24,ABSLBANETF,EQ,611,450,73.65
20,25,ABSLNN50ET,EQ,15,10,66.67
20,26,ABSLRIF6RG,MF,141,141,100.00
20,27,ACC,EQ,952374,176867,18.57
20,28,ACCELYA,EQ,6803,3549,52.17
20,29,ACCURACY,EQ,232188,226244,97.44
20,30,ACE,EQ,1530977,929255,60.70
20,31,ACRYSIL,EQ,43205,27960,64.71
20,32,ADANIENT,EQ,4004036,579223,14.47
20,33,ADANIGREEN,EQ,535861,266439,49.72
20,34,ADANIPORTS,EQ,10259084,2226831,21.71
20,35,ADANIPOWER,EQ,5059097,2204552,43.58
20,36,ADANITRANS,EQ,633491,276031,43.57
20,37,ADFFOODS,EQ,123527,65112,52.71
20,38,ADORWELD,EQ,12155,6935,57.05
20,39,ADSL,EQ,218749,138533,63.33
20,40,ADVENZYMES,EQ,69356,27953,40.30
20,41,AEGISCHEM,EQ,251599,129971,51.66
20,42,AFFLE,EQ,56036,22985,41.02
20,43,AGARIND,EQ,22318,10370,46.46
20,44,AGROPHOS,EQ,21335,20367,95.46
20,45,AHLADA,EQ,1523,1114,73.15
20,46,AHLEAST,EQ,290,185,63.79
20,47,AHLUCONT,EQ,27905,10356,37.11
20,48,AHLWEST,EQ,1117,668,59.80
20,49,AIAENG,EQ,19485,10665,54.73
20,50,AIRAN,EQ,58619,36134,61.64
20,51,AJANTPHARM,EQ,70845,27125,38.29
20,52,AJMERA,EQ,100843,31938,31.67
20,53,AJOONI,SM,4000,4000,100.00
20,54,AKASH,EQ,2974,2681,90.15
20,55,AKG,SM,32000,12800,40.00
20,56,AKSHARCHEM,EQ,12887,7342,56.97
20,57,AKSHOPTFBR,EQ,238442,166587,69.86
20,58,AKZOINDIA,EQ,28182,15489,54.96
20,59,ALANKIT,EQ,60341,38847,64.38
20,60,ALBERTDAVD,EQ,4768,3349,70.24
20,61,ALEMBICLTD,EQ,410624,243604,59.33
20,62,ALICON,EQ,10179,4553,44.73
20,63,ALKALI,EQ,11136,8183,73.48
20,64,ALKEM,EQ,121811,70854,58.17
20,65,ALKYLAMINE,EQ,38674,17121,44.27
20,66,ALLCARGO,EQ,173952,71818,41.29
20,67,ALLSEC,EQ,25172,13942,55.39
20,68,ALMONDZ,EQ,4534,2402,52.98
20,69,ALOKINDS,EQ,8512116,3551240,41.72
20,70,AMARAJABAT,EQ,845579,221892,26.24
20,71,AMBER,EQ,223199,79439,35.59
