Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,19072021,1094682038,0001752
Trade Date <19-JUL-2021>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,506566,304292,60.07
20,2,21STCENMGM,EQ,899,899,100.00
20,3,3MINDIA,EQ,1248,656,52.56
20,4,3PLAND,EQ,33244,29792,89.62
20,5,5PAISA,EQ,190010,87466,46.03
20,6,622GS2035,GS,200,200,100.00
20,7,664GS2035,GS,187,187,100.00
20,8,667GS2050,GS,511,511,100.00
20,9,676GS2061,GS,2406,2406,100.00
20,10,726GS2029,GS,140,70,50.00
20,11,737GS2023,GS,300,300,100.00
20,12,772GS2055,GS,9,9,100.00
20,13,AAATECH,SM,36000,33000,91.67
20,14,AAKASH,EQ,74700,28552,38.22
20,15,AARTIDRUGS,EQ,219428,88443,40.31
20,16,AARTIIND,EQ,883147,573038,64.89
20,17,AARTISURF,EQ,54354,26833,49.37
20,18,AARVI,EQ,96950,59786,61.67
20,19,AAVAS,EQ,17825,6376,35.77
20,20,ABB,EQ,103293,75190,72.79
20,21,ABBOTINDIA,EQ,8646,5097,58.95
20,22,ABCAPITAL,EQ,6445451,1833075,28.44
20,23,ABFRL,EQ,1610265,427881,26.57
20,24,ABINFRA,SM,8000,4000,50.00
20,25,ABMINTLTD,EQ,3143,2943,93.64
20,26,ABSLBANETF,EQ,556,393,70.68
20,27,ABSLNN50ET,EQ,240,146,60.83
20,28,ABSLRIF6RG,MF,27741,27741,100.00
20,29,ACC,EQ,666887,166573,24.98
20,30,ACCELYA,EQ,104357,43576,41.76
20,31,ACCURACY,EQ,17229,9360,54.33
20,32,ACE,EQ,543260,182276,33.55
20,33,ACRYSIL,EQ,46774,35017,74.86
20,34,ADANIENT,EQ,6190302,464942,7.51
20,35,ADANIPORTS,EQ,13618862,3204432,23.53
20,36,ADFFOODS,EQ,37773,16032,42.44
20,37,ADORWELD,EQ,37709,20108,53.32
20,38,ADSL,EQ,199191,128857,64.69
20,39,ADVANIHOTR,EQ,330392,147444,44.63
20,40,ADVENZYMES,EQ,198057,95508,48.22
20,41,AEGISCHEM,EQ,818704,390412,47.69
20,42,AGARIND,EQ,35658,26396,74.03
20,43,AGRITECH,EQ,31286,11336,36.23
20,44,AGROPHOS,EQ,107804,58671,54.42
20,45,AHLADA,EQ,117299,93308,79.55
20,46,AHLEAST,EQ,5834,3499,59.98
20,47,AHLUCONT,EQ,160649,58003,36.11
20,48,AHLWEST,EQ,5688,3153,55.43
20,49,AIAENG,EQ,10598,4924,46.46
20,50,AILIMITED,SM,6000,3000,50.00
20,51,AIROLAM,SM,6000,6000,100.00
20,52,AISL,SM,22800,1200,5.26
20,53,AJANTPHARM,EQ,51941,22251,42.84
20,54,AJMERA,EQ,187688,83370,44.42
20,55,AKASH,EQ,20225,12799,63.28
20,56,AKG,EQ,17748,10977,61.85
20,57,AKSHARCHEM,EQ,124232,43689,35.17
20,58,AKZOINDIA,EQ,5022,3123,62.19
20,59,ALANKIT,EQ,3481734,1191488,34.22
20,60,ALBERTDAVD,EQ,28750,16496,57.38
20,61,ALEMBICLTD,EQ,2124208,713257,33.58
20,62,ALICON,EQ,43984,20439,46.47
20,63,ALKALI,EQ,153942,70517,45.81
20,64,ALKEM,EQ,245909,31819,12.94
20,65,ALKYLAMINE,EQ,59623,32912,55.20
20,66,ALLCARGO,EQ,2238586,1229390,54.92
20,67,ALLSEC,EQ,39815,24346,61.15
20,68,ALMONDZ,EQ,29355,22442,76.45
20,69,ALOKINDS,EQ,9529994,4945710,51.90
20,70,ALPHAGEO,EQ,40572,21824,53.79
20,71,AMARAJABAT,EQ,1081682,636174,58.81
20,72,AMBER,EQ,41247,24105,58.44
20,73,AMBICAAGAR,EQ,42383,34996,82.57
20,74,AMBIKCO,EQ,104308,45227,43.36
20,75,AMBUJACEM,EQ,3708612,1861304,50.19
20,76,AMDIND,EQ,32817,23466,71.51
20,77,AMJLAND,EQ,81099,39242,48.39
20,78,AMRUTANJAN,EQ,51700,28675,55.46
20,79,ANDHRAPAP,EQ,45126,20505,45.44
20,80,ANDHRSUGAR,EQ,181094,66550,36.75
20,81,ANGELBRKG,EQ,3178718,694655,21.85
20,82,ANIKINDS,EQ,154157,57348,37.20
20,83,ANMOL,EQ,30840,4476,14.51
20,84,ANSALHSG,EQ,67134,67134,100.00
20,85,ANUP,EQ,316570,102127,32.26
20,86,ANURAS,EQ,143120,96280,67.27
20,87,APARINDS,EQ,43854,21924,49.99
20,88,APCL,EQ,908623,206613,22.74
20,89,APCOTEXIND,EQ,47888,30853,64.43
20,90,APEX,EQ,125536,58054,46.24
20,91,APLAPOLLO,EQ,164683,109937,66.76
20,92,APLLTD,EQ,224201,79863,35.62
20,93,APOLLO,EQ,330053,128426,38.91
20,94,APOLLOHOSP,EQ,1044561,151974,14.55
20,95,APOLLOPIPE,EQ,26600,17558,66.01
20,96,APOLLOTYRE,EQ,5981959,2582072,43.16
20,97,APOLSINHOT,EQ,1268,772,60.88
20,98,APTECHT,EQ,246273,122551,49.76
20,99,ARCHIES,EQ,4125861,1902945,46.12
20,100,ARENTERP,EQ,2469,2378,96.31
20,101,ARIES,EQ,312443,121341,38.84
20,102,ARIHANTCAP,EQ,173252,102033,58.89
20,103,ARMANFIN,EQ,9266,4469,48.23
20,104,AROGRANITE,EQ,118419,57027,48.16
20,105,ARSHIYA,EQ,131940,85889,65.10
20,106,ARVIND,EQ,4011932,2084323,51.95
20,107,ARVINDFASN,EQ,1315156,517176,39.32
20,108,ARVSMART,EQ,261789,108272,41.36
20,109,ASAHIINDIA,EQ,45341,22223,49.01
20,110,ASAHISONG,EQ,21036,13814,65.67
20,111,ASALCBR,EQ,58647,26060,44.44
20,112,ASHIANA,EQ,185906,100604,54.12
20,113,ASHOKA,EQ,1898992,805209,42.40
20,114,ASHOKLEY,EQ,11473685,4822116,42.03
20,115,ASIANHOTNR,EQ,24847,16003,64.41
20,116,ASIANPAINT,EQ,837836,383471,45.77
20,117,ASIANTILES,EQ,443484,252416,56.92
20,118,ASLIND,SM,12000,12000,100.00
20,119,ASPINWALL,EQ,146726,64230,43.78
20,120,ASTEC,EQ,20688,10962,52.99
20,121,ASTERDM,EQ,1188981,618076,51.98
20,122,ASTRAL,EQ,161657,97552,60.35
20,123,ASTRAMICRO,EQ,1282070,373855,29.16
20,124,ASTRAZEN,EQ,17280,8011,46.36
20,125,ASTRON,EQ,607495,268428,44.19
20,126,ATALREAL,SM,9600,8000,83.33
