Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,19012021,860920789,0001761
Trade Date <19-JAN-2021>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,124062,62462,50.35
20,2,21STCENMGM,EQ,1287,1287,100.00
20,3,3IINFOTECH,EQ,18025104,8735047,48.46
20,4,3MINDIA,EQ,5281,2883,54.59
20,5,3PLAND,EQ,3007,2455,81.64
20,6,509GS2022,GS,1,1,100.00
20,7,5PAISA,EQ,50936,25337,49.74
20,8,726GS2029,GS,100,100,100.00
20,9,757GS2033,GS,1,1,100.00
20,10,763GS2059,GS,300,300,100.00
20,11,772GS2055,GS,10,9,90.00
20,12,A2ZINFRA,EQ,511269,293239,57.36
20,13,AAKASH,EQ,53191,22129,41.60
20,14,AARON,EQ,634,320,50.47
20,15,AARTIDRUGS,EQ,145031,67426,46.49
20,16,AARTIIND,EQ,283539,202834,71.54
20,17,AARTISURF,EQ,9551,5656,59.22
20,18,AARVI,EQ,9438,3548,37.59
20,19,AAVAS,EQ,126910,90132,71.02
20,20,ABB,EQ,715853,228362,31.90
20,21,ABBOTINDIA,EQ,27878,18682,67.01
20,22,ABCAPITAL,EQ,2176961,745787,34.26
20,23,ABFRL,EQ,2032970,1483343,72.96
20,24,ABINFRA,SM,4000,4000,100.00
20,25,ABSLBANETF,EQ,57,50,87.72
20,26,ABSLNN50ET,EQ,15,10,66.67
20,27,ABSLRIF6RG,MF,30,30,100.00
20,28,ACC,EQ,1062139,286275,26.95
20,29,ACCELYA,EQ,3963,1956,49.36
20,30,ACCURACY,EQ,2560,1627,63.55
20,31,ACE,EQ,201721,112726,55.88
20,32,ACRYSIL,EQ,38339,29431,76.77
20,33,ADANIENT,EQ,4181185,422742,10.11
20,34,ADANIGREEN,EQ,849095,493808,58.16
20,35,ADANIPORTS,EQ,6694907,1584395,23.67
20,36,ADANIPOWER,EQ,7141815,4079909,57.13
20,37,ADANITRANS,EQ,435407,213900,49.13
20,38,ADFFOODS,EQ,25804,15978,61.92
20,39,ADORWELD,EQ,10146,5210,51.35
20,40,ADSL,EQ,219411,105291,47.99
20,41,ADVENZYMES,EQ,104123,40185,38.59
20,42,AEGISCHEM,EQ,323049,159782,49.46
20,43,AFFLE,EQ,94404,69523,73.64
20,44,AGARIND,EQ,106982,65582,61.30
20,45,AGROPHOS,EQ,94540,71419,75.54
