Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,28052021,1419237337,0001897
Trade Date <28-MAY-2021>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1018GS2026,GS,3,3,100.00
20,2,20MICRONS,EQ,682674,409531,59.99
20,3,21STCENMGM,EQ,6647,6269,94.31
20,4,3IINFOTECH,EQ,28926852,20205556,69.85
20,5,3MINDIA,EQ,18634,5764,30.93
20,6,3PLAND,EQ,17655,10379,58.79
20,7,5PAISA,EQ,23049,14574,63.23
20,8,68GS2060,GS,10,10,100.00
20,9,772GS2049,GS,1142,1142,100.00
20,10,AAKASH,EQ,49809,12201,24.50
20,11,AARTIDRUGS,EQ,373003,151630,40.65
20,12,AARTIIND,EQ,464086,141738,30.54
20,13,AARTISURF,EQ,38440,22318,58.06
20,14,AARVI,EQ,109045,68108,62.46
20,15,AAVAS,EQ,71656,39497,55.12
20,16,ABAN,EQ,326446,235969,72.28
20,17,ABB,EQ,181421,68202,37.59
20,18,ABBOTINDIA,EQ,29672,21101,71.11
20,19,ABCAPITAL,EQ,2178106,931946,42.79
20,20,ABFRL,EQ,4948409,1383505,27.96
20,21,ABFRLPP1,E1,12705,9306,73.25
20,22,ABINFRA,SM,4000,4000,100.00
20,23,ABMINTLTD,EQ,1514,1161,76.68
20,24,ABSLBANETF,EQ,695,399,57.41
20,25,ABSLNN50ET,EQ,88,86,97.73
20,26,ABSLRIF6RG,MF,10,10,100.00
20,27,ABSLRIF7RG,MF,600,600,100.00
20,28,ACC,EQ,415702,92158,22.17
20,29,ACCELYA,EQ,216193,65481,30.29
20,30,ACCURACY,EQ,42266,25703,60.81
20,31,ACE,EQ,861117,442880,51.43
20,32,ACRYSIL,EQ,648176,198715,30.66
20,33,ADANIENT,EQ,2979585,592748,19.89
20,34,ADANIGREEN,EQ,747224,380397,50.91
20,35,ADANIPORTS,EQ,13623565,2746509,20.16
20,36,ADANIPOWER,EQ,26184911,13097493,50.02
20,37,ADANITRANS,EQ,822133,342368,41.64
20,38,ADFFOODS,EQ,35203,14533,41.28
20,39,ADORWELD,EQ,25562,14188,55.50
20,40,ADROITINFO,EQ,19232,17036,88.58
20,41,ADSL,EQ,434202,283354,65.26
20,42,ADVANIHOTR,EQ,62726,41226,65.72
20,43,ADVENZYMES,EQ,303749,138345,45.55
20,44,AEGISCHEM,EQ,759152,390275,51.41
20,45,AFFLE,EQ,52224,32839,62.88
20,46,AGARIND,EQ,20089,16024,79.77
20,47,AGCNET,EQ,4259,2744,64.43
20,48,AGRITECH,EQ,10822,8301,76.70
20,49,AGROPHOS,EQ,74899,54687,73.01
20,50,AHLADA,EQ,11040,8423,76.30
20,51,AHLEAST,EQ,4734,2805,59.25
20,52,AHLUCONT,EQ,10371,8406,81.05
20,53,AHLWEST,EQ,6595,2794,42.37
20,54,AIAENG,EQ,15590,10046,64.44
20,55,AIRAN,EQ,101051,59677,59.06
20,56,AISL,SM,22800,0,0.00
20,57,AJANTPHARM,EQ,30235,10942,36.19
20,58,AJMERA,EQ,191883,93764,48.87
20,59,AKASH,EQ,10917,9262,84.84
20,60,AKG,EQ,5062,4560,90.08
20,61,AKSHARCHEM,EQ,42743,25637,59.98
20,62,AKZOINDIA,EQ,13801,5453,39.51
20,63,ALANKIT,EQ,406273,284005,69.90
20,64,ALBERTDAVD,EQ,63481,22268,35.08
20,65,ALEMBICLTD,EQ,1489181,448785,30.14
20,66,ALICON,EQ,22967,12400,53.99
20,67,ALKALI,EQ,287857,108983,37.86
20,68,ALKEM,EQ,155760,49647,31.87
20,69,ALKYLAMINE,EQ,166040,67200,40.47
20,70,ALLCARGO,EQ,526503,237275,45.07
20,71,ALLSEC,EQ,40314,23841,59.14
20,72,ALMONDZ,EQ,27199,15224,55.97
20,73,ALOKINDS,EQ,11230034,5764094,51.33
20,74,ALPHAGEO,EQ,18537,12377,66.77
20,75,ALPSINDUS,EQ,19697,16613,84.34
20,76,AMARAJABAT,EQ,1896097,862845,45.51
20,77,AMBANIORG,SM,2000,2000,100.00
20,78,AMBER,EQ,108410,50516,46.60
20,79,AMBICAAGAR,EQ,201255,136179,67.66
20,80,AMBIKCO,EQ,20097,10790,53.69
20,81,AMBUJACEM,EQ,2648245,759481,28.68
20,82,AMDIND,EQ,25185,18055,71.69
20,83,AMJLAND,EQ,86689,59313,68.42
20,84,AMJUMBO,SM,8000,8000,100.00
20,85,AMRUTANJAN,EQ,363743,159970,43.98
20,86,ANANTRAJ,EQ,805914,550342,68.29
20,87,ANDHRACEMT,EQ,206600,206600,100.00
20,88,ANDHRAPAP,EQ,28124,14821,52.70
20,89,ANDHRSUGAR,EQ,76587,40129,52.40
20,90,ANGELBRKG,EQ,356981,93468,26.18
20,91,ANIKINDS,EQ,164866,130136,78.93
20,92,ANSALAPI,EQ,494151,312752,63.29
20,93,ANSALHSG,EQ,337036,212404,63.02
20,94,ANUP,EQ,86478,41852,48.40
20,95,ANURAS,EQ,96321,44984,46.70
20,96,APARINDS,EQ,277410,101551,36.61
20,97,APCL,EQ,146874,94158,64.11
20,98,APCOTEXIND,EQ,67707,31566,46.62
20,99,APEX,EQ,213987,67563,31.57
20,100,APLAPOLLO,EQ,137696,79901,58.03
20,101,APLLTD,EQ,171483,96157,56.07
20,102,APOLLO,EQ,124681,67960,54.51
20,103,APOLLOHOSP,EQ,555829,252768,45.48
20,104,APOLLOPIPE,EQ,13684,6751,49.33
20,105,APOLLOTYRE,EQ,5526121,902442,16.33
20,106,APOLSINHOT,EQ,5760,3437,59.67
20,107,APTECHT,EQ,345785,117172,33.89
20,108,ARCHIES,EQ,4169646,1980616,47.50
20,109,ARENTERP,EQ,1027,935,91.04
20,110,ARIES,EQ,409249,121060,29.58
20,111,ARIHANT,EQ,10769,6962,64.65
20,112,ARMANFIN,EQ,9923,6359,64.08
20,113,AROGRANITE,EQ,366111,127327,34.78
20,114,ARSHIYA,EQ,50398,30310,60.14
