Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,02022021,1139453759,0001866
Trade Date <02-FEB-2021>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,113010,67587,59.81
20,2,21STCENMGM,EQ,1380,1310,94.93
20,3,3IINFOTECH,EQ,18740036,8065733,43.04
20,4,3MINDIA,EQ,24991,14887,59.57
20,5,3PLAND,EQ,4691,3748,79.90
20,6,448GS2023,GS,300,300,100.00
20,7,5PAISA,EQ,77841,41007,52.68
20,8,63MOONS,EQ,45785,32287,70.52
20,9,716GS2050,GS,50,50,100.00
20,10,757GS2033,GS,1,1,100.00
20,11,772GS2055,GS,5,5,100.00
20,12,808GS2022,GS,1,1,100.00
20,13,A2ZINFRA,EQ,320624,213341,66.54
20,14,AAATECH,SM,36000,27000,75.00
20,15,AARON,EQ,14712,9994,67.93
20,16,AARTIDRUGS,EQ,271545,114742,42.26
20,17,AARTIIND,EQ,305988,173309,56.64
20,18,AARTISURF,EQ,34466,19901,57.74
20,19,AARVEEDEN,EQ,21421,20276,94.65
20,20,AARVI,EQ,10976,7682,69.99
20,21,AAVAS,EQ,91738,46167,50.32
20,22,ABAN,EQ,72765,54026,74.25
20,23,ABB,EQ,415804,236321,56.83
20,24,ABBOTINDIA,EQ,56037,36447,65.04
20,25,ABCAPITAL,EQ,3655563,1254874,34.33
20,26,ABFRL,EQ,2578907,1476442,57.25
20,27,ABINFRA,SM,32000,28000,87.50
20,28,ABMINTLTD,EQ,6669,4050,60.73
20,29,ABSLBANETF,EQ,2116,1573,74.34
20,30,ABSLNN50ET,EQ,80,70,87.50
20,31,ACC,EQ,1697944,480697,28.31
20,32,ACCELYA,EQ,7421,4685,63.13
20,33,ACCURACY,EQ,11531,4162,36.09
20,34,ACE,EQ,1538509,967415,62.88
20,35,ACRYSIL,EQ,55626,34576,62.16
20,36,ADANIENT,EQ,5144708,784251,15.24
20,37,ADANIGREEN,EQ,353217,182310,51.61
20,38,ADANIPORTS,EQ,7160471,1459412,20.38
20,39,ADANIPOWER,EQ,4066305,2098718,51.61
20,40,ADANITRANS,EQ,790371,293246,37.10
20,41,ADFFOODS,EQ,72421,27020,37.31
20,42,ADHUNIKIND,EQ,10350,7668,74.09
20,43,ADORWELD,EQ,93277,28726,30.80
20,44,ADROITINFO,EQ,5827,5826,99.98
20,45,ADSL,EQ,153151,99217,64.78
20,46,ADVANIHOTR,EQ,8828,6526,73.92
20,47,ADVENZYMES,EQ,270784,117889,43.54
