Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,26052021,1289920883,0001902
Trade Date <26-MAY-2021>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1018GS2026,GS,15,15,100.00
20,2,20MICRONS,EQ,564132,270906,48.02
20,3,21STCENMGM,EQ,9090,8632,94.96
20,4,3IINFOTECH,EQ,26703310,15323019,57.38
20,5,3MINDIA,EQ,2396,724,30.22
20,6,3PLAND,EQ,29874,17268,57.80
20,7,5PAISA,EQ,41997,26938,64.14
20,8,719GS2060,GS,1,1,100.00
20,9,817GS2044,GS,120,120,100.00
20,10,AAATECH,SM,3000,3000,100.00
20,11,AAKASH,EQ,49410,15938,32.26
20,12,AARTIDRUGS,EQ,483937,160199,33.10
20,13,AARTIIND,EQ,447409,195055,43.60
20,14,AARTISURF,EQ,885911,295225,33.32
20,15,AARVI,EQ,1173829,640632,54.58
20,16,AAVAS,EQ,28101,12719,45.26
20,17,ABAN,EQ,422489,206690,48.92
20,18,ABB,EQ,100456,52957,52.72
20,19,ABBOTINDIA,EQ,10557,6479,61.37
20,20,ABCAPITAL,EQ,2949079,779424,26.43
20,21,ABFRL,EQ,2001697,1084237,54.17
20,22,ABFRLPP1,E1,5247,4770,90.91
20,23,ABMINTLTD,EQ,2646,852,32.20
20,24,ABSLBANETF,EQ,453,247,54.53
20,25,ABSLNN50ET,EQ,23,10,43.48
20,26,ABSLRIF7RG,MF,200,200,100.00
20,27,ACC,EQ,444885,177230,39.84
20,28,ACCELYA,EQ,89225,21004,23.54
20,29,ACCORD,SM,8000,4000,50.00
20,30,ACCURACY,EQ,8504,6463,76.00
20,31,ACE,EQ,518565,290506,56.02
20,32,ACRYSIL,EQ,158033,78414,49.62
20,33,ADANIENT,EQ,5630730,830748,14.75
20,34,ADANIGREEN,EQ,1022936,487354,47.64
20,35,ADANIPORTS,EQ,7375242,2532138,34.33
20,36,ADANIPOWER,EQ,6353977,3134040,49.32
20,37,ADANITRANS,EQ,2040422,720964,35.33
20,38,ADFFOODS,EQ,55775,22630,40.57
20,39,ADORWELD,EQ,33699,13395,39.75
20,40,ADROITINFO,EQ,13177,11747,89.15
20,41,ADSL,EQ,418259,321142,76.78
20,42,ADVANIHOTR,EQ,33553,18779,55.97
20,43,ADVENZYMES,EQ,323826,95097,29.37
20,44,AEGISCHEM,EQ,287761,155381,54.00
20,45,AFFLE,EQ,47850,23190,48.46
20,46,AGARIND,EQ,21746,10444,48.03
20,47,AGCNET,EQ,3920,3087,78.75
20,48,AGRITECH,EQ,20978,15431,73.56
20,49,AGROPHOS,EQ,43732,29305,67.01
20,50,AHLADA,EQ,79537,54139,68.07
20,51,AHLEAST,EQ,81017,31550,38.94
20,52,AHLUCONT,EQ,12867,8238,64.02
20,53,AHLWEST,EQ,22449,12682,56.49
20,54,AIAENG,EQ,92559,56822,61.39
20,55,AIRAN,EQ,91439,39575,43.28
20,56,AIROLAM,SM,6000,6000,100.00
20,57,AISL,SM,26400,1200,4.55
20,58,AJANTPHARM,EQ,103612,58759,56.71
20,59,AJMERA,EQ,2276706,648175,28.47
20,60,AKASH,EQ,44291,27174,61.35
20,61,AKG,EQ,4799,2971,61.91
20,62,AKSHARCHEM,EQ,28743,14498,50.44
20,63,AKZOINDIA,EQ,42113,17978,42.69
20,64,ALANKIT,EQ,1337125,787794,58.92
20,65,ALBERTDAVD,EQ,231108,75172,32.53
20,66,ALEMBICLTD,EQ,2088108,393674,18.85
20,67,ALICON,EQ,7654,4621,60.37
20,68,ALKALI,EQ,39623,27599,69.65
20,69,ALKEM,EQ,323341,102920,31.83
20,70,ALKYLAMINE,EQ,58456,30567,52.29
20,71,ALLCARGO,EQ,674821,295011,43.72
20,72,ALLSEC,EQ,29249,19408,66.35
20,73,ALMONDZ,EQ,23550,18843,80.01
20,74,ALOKINDS,EQ,7840227,2977250,37.97
20,75,ALPHAGEO,EQ,70807,35431,50.04
20,76,ALPSINDUS,EQ,65332,46958,71.88
20,77,AMARAJABAT,EQ,2848784,1058629,37.16
20,78,AMBANIORG,SM,4000,2000,50.00
20,79,AMBER,EQ,232765,144513,62.09
20,80,AMBICAAGAR,EQ,118224,93605,79.18
20,81,AMBIKCO,EQ,20647,13724,66.47
20,82,AMBUJACEM,EQ,3103367,1204874,38.82
20,83,AMDIND,EQ,32157,16752,52.09
20,84,AMJLAND,EQ,43429,23720,54.62
20,85,AMRUTANJAN,EQ,121928,33672,27.62
20,86,ANANTRAJ,EQ,2475845,1665672,67.28
20,87,ANDHRACEMT,EQ,1115976,909954,81.54
20,88,ANDHRAPAP,EQ,36766,26700,72.62
20,89,ANDHRSUGAR,EQ,63045,27005,42.83
20,90,ANGELBRKG,EQ,623871,191688,30.73
20,91,ANIKINDS,EQ,103183,94828,91.90
20,92,ANSALAPI,EQ,34332,34332,100.00
20,93,ANSALHSG,EQ,447458,318787,71.24
20,94,ANUP,EQ,219427,102091,46.53
20,95,ANURAS,EQ,303709,137454,45.26
20,96,APARINDS,EQ,50930,20444,40.14
20,97,APCL,EQ,1165040,403251,34.61
20,98,APCOTEXIND,EQ,105143,38530,36.65
20,99,APEX,EQ,571403,217660,38.09
20,100,APLAPOLLO,EQ,241171,217908,90.35
20,101,APLLTD,EQ,380408,75037,19.73
20,102,APOLLO,EQ,303669,165979,54.66
20,103,APOLLOHOSP,EQ,260821,86664,33.23
20,104,APOLLOPIPE,EQ,28932,20370,70.41
20,105,APOLLOTYRE,EQ,6419209,1299061,20.24
20,106,APOLSINHOT,EQ,8607,3934,45.71
20,107,APTECHT,EQ,128379,43574,33.94
20,108,ARCHIES,EQ,68613,47257,68.87
20,109,ARENTERP,EQ,3925,2469,62.90
20,110,ARIES,EQ,131474,42273,32.15
20,111,ARIHANT,EQ,21445,19701,91.87
20,112,ARMANFIN,EQ,14054,6583,46.84
20,113,AROGRANITE,EQ,84125,55435,65.90
20,114,ARSHIYA,EQ,39109,25386,64.91
20,115,ARSSINFRA,EQ,21883,13468,61.55
20,116,ARVIND,EQ,7555857,1756965,23.25
20,117,ARVINDFASN,EQ,358387,143225,39.96
20,118,ARVSMART,EQ,812441,319013,39.27
20,119,ASAHIINDIA,EQ,52027,24629,47.34
20,120,ASAHISONG,EQ,18402,10563,57.40
20,121,ASAL,EQ,10794,7209,66.79
20,122,ASALCBR,EQ,57993,32566,56.16
20,123,ASHAPURMIN,EQ,127685,73245,57.36
20,124,ASHIANA,EQ,66378,42564,64.12
20,125,ASHOKA,EQ,2688324,1316132,48.96
20,126,ASHOKLEY,EQ,9105551,2066771,22.70
20,127,ASIANHOTNR,EQ,106407,52150,49.01
20,128,ASIANPAINT,EQ,1250531,304721,24.37
20,129,ASIANTILES,EQ,335915,198051,58.96
20,130,ASPINWALL,EQ,7462,6088,81.59
20,131,ASTEC,EQ,66774,25098,37.59
20,132,ASTERDM,EQ,339984,210861,62.02
20,133,ASTRAL,EQ,214939,95295,44.34
20,134,ASTRAMICRO,EQ,3349344,1493056,44.58
20,135,ASTRAZEN,EQ,66020,20425,30.94
20,136,ASTRON,EQ,395959,283658,71.64
20,137,ATFL,EQ,31061,9325,30.02
20,138,ATGL,EQ,1092501,488959,44.76
20,139,ATLANTA,EQ,53338,46033,86.30
20,140,ATUL,EQ,12302,8784,71.40
20,141,ATULAUTO,EQ,144607,80206,55.46
20,142,AUBANK,EQ,1036499,357895,34.53
20,143,AURIONPRO,EQ,347939,158020,45.42
20,144,AUROPHARMA,EQ,1810026,572132,31.61
20,145,AUSOMENT,EQ,12111,8143,67.24
20,146,AUTOAXLES,EQ,8239,5953,72.25
20,147,AUTOIND,EQ,37773,30827,81.61
20,148,AVADHSUGAR,EQ,62901,27440,43.62
20,149,AVANTIFEED,EQ,922746,374946,40.63
20,150,AVROIND,SM,2000,2000,100.00
20,151,AVTNPL,EQ,834888,420762,50.40
20,152,AWHCL,EQ,172921,72122,41.71
20,153,AXISBANK,EQ,9081086,3332596,36.70
20,154,AXISBNKETF,EQ,619,302,48.79
20,155,AXISBPSETF,EQ,2272199,2269960,99.90
20,156,AXISCADES,EQ,1311895,437739,33.37
20,157,AXISGOLD,EQ,207040,184693,89.21
20,158,AXISHCETF,EQ,21063,18640,88.50
20,159,AXISNIFTY,EQ,3370,2060,61.13
20,160,AXISTECETF,EQ,2172,2092,96.32
20,161,AYMSYNTEX,EQ,83388,60326,72.34
20,162,BAFNAPH,EQ,5432,3748,69.00
20,163,BAJAJ-AUTO,EQ,261524,59083,22.59
20,164,BAJAJCON,EQ,885406,374842,42.34
20,165,BAJAJELEC,EQ,489641,251883,51.44
20,166,BAJAJFINSV,EQ,1015265,169345,16.68
20,167,BAJAJHIND,EQ,6315414,3024887,47.90
20,168,BAJAJHLDNG,EQ,34837,23419,67.22
20,169,BAJFINANCE,EQ,2916746,455773,15.63
20,170,BALAJITELE,EQ,1477260,463829,31.40
20,171,BALAMINES,EQ,113396,46416,40.93
20,172,BALAXI,EQ,22343,11800,52.81
20,173,BALKRISHNA,EQ,22924,17591,76.74
20,174,BALKRISIND,EQ,411490,73725,17.92
20,175,BALMLAWRIE,EQ,364597,146589,40.21
20,176,BALRAMCHIN,EQ,1440721,538069,37.35
20,177,BANARBEADS,EQ,110044,60333,54.83
20,178,BANARISUG,EQ,4326,2438,56.36
