Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,22062021,1283838317,0001785
Trade Date <22-JUN-2021>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,156829,82823,52.81
20,2,21STCENMGM,EQ,2367,2367,100.00
20,3,3MINDIA,EQ,1610,723,44.91
20,4,3PLAND,EQ,16898,13683,80.97
20,5,522GS2025,GS,100,100,100.00
20,6,5PAISA,EQ,28102,13090,46.58
20,7,667GS2050,GS,7778,6677,85.84
20,8,716GS2050,GS,15001,15001,100.00
20,9,719GS2060,GS,1998,1998,100.00
20,10,772GS2049,GS,749,749,100.00
20,11,AAATECH,SM,6000,6000,100.00
20,12,AAKASH,EQ,51430,15855,30.83
20,13,AARTIDRUGS,EQ,238124,79616,33.43
20,14,AARTIIND,EQ,1848253,708913,38.36
20,15,AARTISURF,EQ,9797,6078,62.04
20,16,AARVI,EQ,52056,30421,58.44
20,17,AAVAS,EQ,17998,6455,35.87
20,18,ABB,EQ,125176,55636,44.45
20,19,ABBOTINDIA,EQ,16137,10367,64.24
20,20,ABCAPITAL,EQ,2322726,739546,31.84
20,21,ABFRL,EQ,5541303,1937621,34.97
20,22,ABFRLPP1,E1,179829,121807,67.73
20,23,ABINFRA,SM,4000,4000,100.00
20,24,ABMINTLTD,EQ,1075,762,70.88
20,25,ABSLBANETF,EQ,362,258,71.27
20,26,ABSLNN50ET,EQ,49,49,100.00
20,27,ACC,EQ,712732,256468,35.98
20,28,ACCELYA,EQ,401114,157099,39.17
20,29,ACCURACY,EQ,9152,4677,51.10
20,30,ACE,EQ,540853,225701,41.73
20,31,ACRYSIL,EQ,397523,165153,41.55
20,32,ADANIENT,EQ,12069983,1223905,10.14
20,33,ADANIPORTS,EQ,35597113,6016309,16.90
20,34,ADFFOODS,EQ,33745,11544,34.21
20,35,ADORWELD,EQ,16143,7969,49.37
20,36,ADROITINFO,EQ,30496,23509,77.09
20,37,ADSL,EQ,214683,148382,69.12
20,38,ADVANIHOTR,EQ,80413,25479,31.69
20,39,ADVENZYMES,EQ,296761,127909,43.10
20,40,AEGISCHEM,EQ,247397,105537,42.66
20,41,AGARIND,EQ,95349,45535,47.76
20,42,AGRITECH,EQ,5923,3947,66.64
20,43,AGROPHOS,EQ,131624,46981,35.69
20,44,AHLADA,EQ,51673,39703,76.84
20,45,AHLEAST,EQ,2154,1430,66.39
20,46,AHLUCONT,EQ,12419,7682,61.86
20,47,AHLWEST,EQ,14207,8871,62.44
20,48,AIAENG,EQ,32529,18404,56.58
20,49,AILIMITED,ST,6000,6000,100.00
20,50,AIRAN,EQ,265645,175528,66.08
20,51,AIROLAM,SM,6000,6000,100.00
20,52,AISL,SM,24000,1200,5.00
20,53,AJANTPHARM,EQ,43993,18850,42.85
20,54,AJMERA,EQ,403565,76826,19.04
20,55,AKASH,EQ,90076,50882,56.49
20,56,AKG,EQ,12574,3429,27.27
20,57,AKSHARCHEM,EQ,26062,11202,42.98
20,58,AKZOINDIA,EQ,19110,11911,62.33
20,59,ALANKIT,EQ,897330,253998,28.31
20,60,ALBERTDAVD,EQ,35910,20381,56.76
20,61,ALEMBICLTD,EQ,445498,167385,37.57
20,62,ALICON,EQ,11288,7566,67.03
20,63,ALKALI,EQ,32975,19392,58.81
20,64,ALKEM,EQ,65508,28753,43.89
20,65,ALKYLAMINE,EQ,44612,23867,53.50
20,66,ALLCARGO,EQ,2301018,1012056,43.98
20,67,ALLSEC,EQ,11793,4643,39.37
20,68,ALMONDZ,EQ,10235,8349,81.57
20,69,ALOKINDS,EQ,15921756,7416817,46.58
20,70,ALPHAGEO,EQ,55707,26214,47.06
20,71,AMARAJABAT,EQ,737675,299067,40.54
20,72,AMBER,EQ,76431,50344,65.87
20,73,AMBICAAGAR,EQ,156944,108855,69.36
20,74,AMBIKCO,EQ,30976,15262,49.27
20,75,AMBUJACEM,EQ,2549800,863427,33.86
20,76,AMDIND,EQ,73670,48172,65.39
20,77,AMJLAND,EQ,153565,96576,62.89
20,78,AMRUTANJAN,EQ,24234,14475,59.73
20,79,ANDHRAPAP,EQ,326386,125027,38.31
20,80,ANDHRSUGAR,EQ,80349,38123,47.45
20,81,ANGELBRKG,EQ,362988,101280,27.90
20,82,ANIKINDS,EQ,47658,39591,83.07
20,83,ANMOL,EQ,27168,6082,22.39
20,84,ANSALHSG,EQ,116097,67761,58.37
20,85,ANUP,EQ,20595,12786,62.08
20,86,ANURAS,EQ,113716,38442,33.81
20,87,APARINDS,EQ,32543,17831,54.79
20,88,APCL,EQ,87552,41250,47.11
20,89,APCOTEXIND,EQ,44834,29867,66.62
20,90,APEX,EQ,255795,70080,27.40
20,91,APLAPOLLO,EQ,122311,60469,49.44
20,92,APLLTD,EQ,161324,64071,39.72
20,93,APOLLO,EQ,144985,70698,48.76
20,94,APOLLOHOSP,EQ,567861,248122,43.69
20,95,APOLLOPIPE,EQ,115298,71292,61.83
20,96,APOLLOTYRE,EQ,2713286,585930,21.59
20,97,APOLSINHOT,EQ,1448,790,54.56
20,98,APTECHT,EQ,318433,101873,31.99
20,99,ARCHIES,EQ,123213,73169,59.38
20,100,ARENTERP,EQ,964,669,69.40
20,101,ARIES,EQ,386858,59286,15.33
20,102,ARIHANTCAP,EQ,94861,60691,63.98
20,103,ARMANFIN,EQ,90108,36258,40.24
20,104,AROGRANITE,EQ,54742,34890,63.74
20,105,ARSHIYA,EQ,88435,73608,83.23
20,106,ARVIND,EQ,1173609,641760,54.68
20,107,ARVINDFASN,EQ,253923,142732,56.21
20,108,ARVSMART,EQ,149114,79585,53.37
20,109,ASAHIINDIA,EQ,115195,46619,40.47
20,110,ASAHISONG,EQ,33365,20771,62.25
20,111,ASAL,EQ,24959,24921,99.85
20,112,ASALCBR,EQ,122500,51842,42.32
20,113,ASCOM,SM,8000,8000,100.00
20,114,ASHIANA,EQ,66861,40196,60.12
20,115,ASHOKA,EQ,1193580,482791,40.45
20,116,ASHOKLEY,EQ,19021521,6278811,33.01
20,117,ASIANHOTNR,EQ,21251,12069,56.79
20,118,ASIANPAINT,EQ,1199238,599666,50.00
20,119,ASIANTILES,EQ,559055,240247,42.97
20,120,ASPINWALL,EQ,17602,14742,83.75
20,121,ASTEC,EQ,16100,6768,42.04
20,122,ASTERDM,EQ,850429,402453,47.32
20,123,ASTRAL,EQ,168728,94920,56.26
20,124,ASTRAMICRO,EQ,1042306,415013,39.82
20,125,ASTRAZEN,EQ,17611,7739,43.94
20,126,ASTRON,EQ,2247497,780879,34.74
20,127,ATFL,EQ,11239,6842,60.88
20,128,ATUL,EQ,6412,3624,56.52
20,129,ATULAUTO,EQ,132042,78721,59.62
20,130,AUBANK,EQ,1201254,406698,33.86
20,131,AURDIS,SM,2000,2000,100.00
20,132,AURIONPRO,EQ,71152,28412,39.93
20,133,AUROPHARMA,EQ,2124243,910242,42.85
20,134,AUSOMENT,EQ,36070,16508,45.77
20,135,AUTOAXLES,EQ,6844,2348,34.31
