Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,09092021,782158744,0001791
Trade Date <09-SEP-2021>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,32960,20202,61.29
20,2,21STCENMGM,EQ,6507,6507,100.00
20,3,3MINDIA,EQ,1147,574,50.04
20,4,5PAISA,EQ,16510,11459,69.41
20,5,610GS2031,GS,500,500,100.00
20,6,618GS2024,GS,100,100,100.00
20,7,63MOONS,EQ,45423,26323,57.95
20,8,664GS2035,GS,700,700,100.00
20,9,667GS2050,GS,20,20,100.00
20,10,676GS2061,GS,3700,2700,72.97
20,11,719KL51,SG,100,100,100.00
20,12,759GS2026,GS,3000,3000,100.00
20,13,75GS2034,GS,600,600,100.00
20,14,795GS2032,GS,100,100,100.00
20,15,A2ZINFRA,EQ,288676,165493,57.33
20,16,AAATECH,SM,9000,6000,66.67
20,17,AAKASH,EQ,67840,34507,50.87
20,18,AAREYDRUGS,EQ,40448,34212,84.58
20,19,AARON,EQ,4956,2413,48.69
20,20,AARTIDRUGS,EQ,101871,43753,42.95
20,21,AARTIIND,EQ,706685,293067,41.47
20,22,AARTISURF,EQ,10030,3701,36.90
20,23,AARVEEDEN,EQ,13763,11894,86.42
20,24,AARVI,EQ,12917,7221,55.90
20,25,AAVAS,EQ,24613,13955,56.70
20,26,ABAN,EQ,658972,250855,38.07
20,27,ABB,EQ,227286,136927,60.24
20,28,ABBOTINDIA,EQ,29888,11050,36.97
20,29,ABCAPITAL,EQ,2465070,783124,31.77
20,30,ABFRL,EQ,1407445,591699,42.04
20,31,ABINFRA,SM,4000,4000,100.00
20,32,ABSLBANETF,EQ,72,68,94.44
20,33,ABSLNN50ET,EQ,201,174,86.57
20,34,ACC,EQ,181417,51921,28.62
20,35,ACCELYA,EQ,26383,15158,57.45
20,36,ACCURACY,EQ,151262,73283,48.45
20,37,ACE,EQ,516261,165373,32.03
20,38,ACRYSIL,EQ,73941,49926,67.52
20,39,ADANIENT,EQ,1243149,177937,14.31
20,40,ADANIPORTS,EQ,2829060,789385,27.90
20,41,ADFFOODS,EQ,11742,8269,70.42
