Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,23042021,778628777,0001797
Trade Date <23-APR-2021>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,65388,43464,66.47
20,2,21STCENMGM,EQ,5006,3678,73.47
20,3,3IINFOTECH,EQ,9018770,6844996,75.90
20,4,3MINDIA,EQ,2935,878,29.91
20,5,3PLAND,EQ,10989,7498,68.23
20,6,5PAISA,EQ,98358,60304,61.31
20,7,601GS2028,GS,1,1,100.00
20,8,63MOONS,EQ,302186,106893,35.37
20,9,667GS2050,GS,91,91,100.00
20,10,716GS2050,GS,42,42,100.00
20,11,719GS2060,GS,10,10,100.00
20,12,772GS2049,GS,1,1,100.00
20,13,A2ZINFRA,EQ,793050,461697,58.22
20,14,AARON,EQ,3689,1444,39.14
20,15,AARTIDRUGS,EQ,352104,113253,32.16
20,16,AARTIIND,EQ,670760,235571,35.12
20,17,AARTISURF,EQ,19270,12331,63.99
20,18,AARVEEDEN,EQ,17586,11453,65.13
20,19,AARVI,EQ,19530,10816,55.38
20,20,AAVAS,EQ,49021,15403,31.42
20,21,ABAN,EQ,62257,40821,65.57
20,22,ABB,EQ,155372,115846,74.56
20,23,ABBOTINDIA,EQ,7694,4014,52.17
20,24,ABCAPITAL,EQ,1608146,500276,31.11
20,25,ABFRL,EQ,1217741,473757,38.90
20,26,ABFRLPP1,E1,7350,4887,66.49
20,27,ABMINTLTD,EQ,1516,1476,97.36
20,28,ABSLBANETF,EQ,516,455,88.18
20,29,ABSLNN50ET,EQ,24,12,50.00
20,30,ABSLRIF6RG,MF,5000,5000,100.00
20,31,ACC,EQ,886188,162332,18.32
20,32,ACCELYA,EQ,998,601,60.22
20,33,ACCURACY,EQ,10796,6718,62.23
20,34,ACE,EQ,296778,149645,50.42
20,35,ACRYSIL,EQ,57154,31266,54.70
20,36,ADANIENT,EQ,6167151,1072629,17.39
20,37,ADANIGREEN,EQ,363924,137133,37.68
20,38,ADANIPORTS,EQ,18435449,1361968,7.39
20,39,ADANIPOWER,EQ,11125028,3296091,29.63
20,40,ADANITRANS,EQ,903003,474387,52.53
20,41,ADFFOODS,EQ,18375,6225,33.88
20,42,ADHUNIKIND,EQ,40727,31020,76.17
20,43,ADORWELD,EQ,61951,23967,38.69
20,44,ADSL,EQ,205115,112634,54.91
20,45,ADVANIHOTR,EQ,3831,2872,74.97
20,46,ADVENZYMES,EQ,494734,175394,35.45
20,47,AEGISCHEM,EQ,227134,74844,32.95
20,48,AFFLE,EQ,28808,11671,40.51
20,49,AGCNET,EQ,25078,20190,80.51
20,50,AGRITECH,EQ,22162,12822,57.86
20,51,AGROPHOS,EQ,71208,48015,67.43
20,52,AHLADA,EQ,393,239,60.81
20,53,AHLEAST,EQ,4725,3076,65.10
20,54,AHLUCONT,EQ,5331,3429,64.32
20,55,AHLWEST,EQ,1666,907,54.44
20,56,AIAENG,EQ,53301,15695,29.45
20,57,AIRAN,EQ,14050,9525,67.79
20,58,AISL,SM,22800,1200,5.26
20,59,AJANTPHARM,EQ,209871,75885,36.16
20,60,AJMERA,EQ,78190,21290,27.23
20,61,AJOONI,SM,17776,17776,100.00
20,62,AKASH,EQ,65654,53476,81.45
20,63,AKG,EQ,4718,4718,100.00
20,64,AKSHARCHEM,EQ,26523,12075,45.53
20,65,AKSHOPTFBR,EQ,325288,206832,63.58
20,66,AKZOINDIA,EQ,7463,3181,42.62
20,67,ALANKIT,EQ,93374,70033,75.00
20,68,ALBERTDAVD,EQ,62338,30636,49.14
20,69,ALEMBICLTD,EQ,1830033,506434,27.67
20,70,ALICON,EQ,4980,2622,52.65
20,71,ALKALI,EQ,33558,20035,59.70
